word1,word2,score
splendid flourished allready stomac,stomac,0.29
splendid flourished allready stomac,stomac allready flourished splendid,0.54
behavour liqour,,0.0
behavour liqour,liqour behavour,0.53
inconvenient discoteques unit,inconvenient,0.59
inconvenient discoteques unit,unit discoteques inconvenient,0.66
carusell,,0.0
carusell,carusell,1.0
lonly coast scolarships despise,scolarships despise,0.76
lonly coast scolarships despise,coast lonly scolarships despise,0.81
deligthed exaggerated succaful invironment,deligthed succaful invironment,0.83
deligthed exaggerated succaful invironment,exaggerated invironment deligthed succaful,0.55
centuary bicketes emphasizes,centuary bicketes,0.76
centuary bicketes emphasizes,bicketes centuary emphasizes,0.68
has imaginative concerning,imaginative concerning,0.92
has imaginative concerning,concerning imaginative has,0.5
towns-people psysically sure,towns-people sure,0.76
towns-people psysically sure,sure psysically towns-people,0.57
perhaps reality,,0.0
perhaps reality,reality perhaps,0.47
attracts adolescense stasion,stasion,0.4
attracts adolescense stasion,adolescense stasion attracts,0.68
feriously,,0.0
feriously,feriously,1.0
stranger symphathy conseption,symphathy,0.47
stranger symphathy conseption,stranger conseption symphathy,0.66
omnicent,,0.0
omnicent,omnicent,1.0
sivilization,,0.0
sivilization,sivilization,1.0
rurler dilemma,,0.0
rurler dilemma,rurler dilemma,1.0
omnicent souvenirs jealosy vast,omnicent vast,0.59
omnicent souvenirs jealosy vast,souvenirs jealosy vast omnicent,0.71
expense refers,,0.0
expense refers,expense refers,1.0
bicekets dependency candidats market,,0.0
bicekets dependency candidats market,dependency market bicekets candidats,0.56
misdemenour,,0.0
misdemenour,misdemenour,1.0
responsibility,,0.0
responsibility,responsibility,1.0
benefitted ambigious,benefitted,0.67
benefitted ambigious,ambigious benefitted,0.5
definitions,,0.0
definitions,definitions,1.0
disciplinary admendments,admendments,0.63
disciplinary admendments,disciplinary admendments,1.0
adolecence,,0.0
adolecence,adolecence,1.0
overseas powertary,,0.0
overseas powertary,powertary overseas,0.5
deffinitely theKennedys fullfill century,deffinitely theKennedys fullfill,0.89
deffinitely theKennedys fullfill century,century deffinitely fullfill theKennedys,0.6
terapeutic,,0.0
terapeutic,terapeutic,1.0
Metodism,,0.0
Metodism,Metodism,1.0
oposition dang aknowledged,dang aknowledged,0.76
oposition dang aknowledged,dang aknowledged oposition,0.62
strengthening scene,scene,0.42
strengthening scene,scene strengthening,0.68
strenuous,,0.0
strenuous,strenuous,1.0
upperclasspeople desperatly,upperclasspeople,0.74
upperclasspeople desperatly,upperclasspeople desperatly,1.0
scemes autor,,0.0
scemes autor,scemes autor,1.0
cottege biskets wraine,wraine,0.43
cottege biskets wraine,biskets cottege wraine,0.64
initiativ deciphering conection,initiativ conection,0.76
initiativ deciphering conection,initiativ conection deciphering,0.68
omniscient garden partymembers,garden partymembers,0.78
omniscient garden partymembers,garden partymembers omniscient,0.63
autor thePacific usually immature,usually,0.35
autor thePacific usually immature,autor immature usually thePacific,0.58
major,,0.0
major,major,1.0
lift consequence,consequence,0.81
lift consequence,consequence lift,0.69
probabely favourable sigether,favourable sigether,0.79
probabely favourable sigether,probabely favourable sigether,1.0
liable differe celebulate,differe,0.44
liable differe celebulate,liable differe celebulate,1.0
psychonalist countryside didnot extreems,psychonalist countryside extreems,0.9
psychonalist countryside didnot extreems,countryside didnot psychonalist extreems,0.68
barriere apparently prosper,apparently,0.54
barriere apparently prosper,barriere apparently prosper,1.0
coalitions florished understanded,understanded,0.53
coalitions florished understanded,understanded coalitions florished,0.61
prospere purpose definitions,purpose,0.4
prospere purpose definitions,purpose prospere definitions,0.82
maraton as defenitions juise 0.13
maraton as defenitions juise,defenitions juise as maraton,0.61
classridden duck spendide,duck spendide,0.68
classridden duck spendide,classridden duck spendide,1.0
exhibition assasinated delegats,exhibition delegats,0.76
exhibition assasinated delegats,exhibition delegats assasinated,0.71
theoritical scrupulous,theoritical,0.67
theoritical scrupulous,theoritical scrupulous,1.0
climb painfull,painfull,0.73
climb painfull,painfull climb,0.57
scemes seam,seam,0.53
scemes seam,scemes seam,1.0
sterile undester conclusions,sterile conclusions,0.81
sterile undester conclusions,conclusions undester sterile,0.5
skisaly,,0.0
skisaly,skisaly,1.0
received supporters Commonweatlh,supporters Commonweatlh,0.84
received supporters Commonweatlh,received Commonweatlh supporters,0.66
revealing barrior conqueor Greecs,Greecs,0.31
revealing barrior conqueor Greecs,revealing barrior Greecs conqueor,0.79
separat primarly,primarly,0.67
separat primarly,primarly separat,0.5
simoultanusly,,0.0
simoultanusly,simoultanusly,1.0
galeey diceide,diceide,0.67
galeey diceide,galeey diceide,1.0
delegats americanicized,,0.0
delegats americanicized,americanicized delegats,0.61
party-members infertile,,0.0
party-members infertile,infertile party-members,0.57
gread innitial,gread,0.53
gread innitial,innitial gread,0.57
changing scyscrapers,scyscrapers,0.71
changing scyscrapers,changing scyscrapers,1.0
thier,,0.0
thier,thier,1.0
counter-revolution simoultanusly magasines receit,counter-revolution simoultanusly,0.79
counter-revolution simoultanusly magasines receit,magasines simoultanusly receit counter-revolution,0.47
queu,,0.0
queu,queu,1.0
parliamentarism explosion increased,explosion,0.41
parliamentarism explosion increased,increased parliamentarism explosion,0.71
party-members,,0.0
party-members,party-members,1.0
threatening,,0.0
threatening,threatening,1.0
upto teamsports sovereign seenery,teamsports sovereign,0.75
upto teamsports sovereign seenery,sovereign teamsports upto seenery,0.67
clerly,,0.0
clerly,clerly,1.0
sons committee scarthly,,0.0
sons committee scarthly,scarthly committee sons,0.57
setback,,0.0
setback,setback,1.0
cuzarantee,,0.0
cuzarantee,cuzarantee,1.0
dug,,0.0
dug,dug,1.0
Puertoricans maybe practice,practice,0.46
Puertoricans maybe practice,maybe Puertoricans practice,0.78
cottege,,0.0
cottege,cottege,1.0
imagination determins,imagination,0.69
imagination determins,imagination determins,1.0
arouse Chrismas wealthy,Chrismas,0.52
arouse Chrismas wealthy,Chrismas arouse wealthy,0.7
virality everone answers pupel,answers pupel,0.6
virality everone answers pupel,everone virality answers pupel,0.73
constitution wasteful connextion initiales,connextion,0.38
constitution wasteful connextion initiales,wasteful connextion initiales constitution,0.69
splened adolecence answeres implied,adolecence implied,0.68
splened adolecence answeres implied,splened answeres implied adolecence,0.69
ruteless,,0.0
ruteless,ruteless,1.0
by-election capital inhabitied resistence,inhabitied,0.39
by-election capital inhabitied resistence,inhabitied resistence by-election capital,0.51
mina,,0.0
mina,mina,1.0
countryside descendants including,including,0.43
countryside descendants including,descendants countryside including,0.64
bi-election areas stomac,areas stomac,0.67
bi-election areas stomac,bi-election areas stomac,1.0
jealosy definetely,,0.0
jealosy definetely,jealosy definetely,1.0
deceased appearent clerly,appearent,0.53
deceased appearent clerly,clerly appearent deceased,0.6
over-seas imensely parliamentary party-conference,over-seas parliamentary party-conference,0.9
over-seas imensely parliamentary party-conference,party-conference parliamentary imensely over-seas,0.53
oilincome,,0.0
oilincome,oilincome,1.0
discoveres,,0.0
discoveres,discoveres,1.0
mouning comitted,comitted,0.67
mouning comitted,mouning comitted,1.0
cottege gould,,0.0
cottege gould,gould cottege,0.54
defenitions,,0.0
defenitions,defenitions,1.0
reluctant lain desperately poletry,poletry,0.34
reluctant lain desperately poletry,desperately lain reluctant poletry,0.59
pretenting,,0.0
pretenting,pretenting,1.0
beautyfull livingstandard nonsence,livingstandard,0.58
beautyfull livingstandard nonsence,beautyfull livingstandard nonsence,1.0
cafe-miljeu,,0.0
cafe-miljeu,cafe-miljeu,1.0
receved,,0.0
receved,receved,1.0
courtecy attempting inculding,courtecy attempting,0.79
courtecy attempting inculding,attempting inculding courtecy,0.69
realincome,,0.0
realincome,realincome,1.0
benefitted splendude,splendude,0.62
benefitted splendude,splendude benefitted,0.5
sprended celebate,celebate,0.64
sprended celebate,sprended celebate,1.0
ordinaire,,0.0
ordinaire,ordinaire,1.0
toilets capabity,capabity,0.67
toilets capabity,toilets capabity,1.0
reluctand,,0.0
reluctand,reluctand,1.0
CommonMarket,,0.0
CommonMarket,CommonMarket,1.0
seperated happends,happends,0.62
seperated happends,happends seperated,0.5
reluctand,,0.0
reluctand,reluctand,1.0
inushiols nescessary coulour rice,rice,0.22
inushiols nescessary coulour rice,nescessary inushiols coulour rice,0.7
afford consept populair magnicisant,consept magnicisant,0.7
afford consept populair magnicisant,consept afford populair magnicisant,0.8
happens,,0.0
happens,happens,1.0
excamples,,0.0
excamples,excamples,1.0
amnisty society nervous,amnisty society,0.79
amnisty society nervous,amnisty society nervous,1.0
supporters,,0.0
supporters,supporters,1.0
envokes embarrased,envokes,0.56
envokes embarrased,envokes embarrased,1.0
where splindid lifed west,splindid lifed west,0.86
where splindid lifed west,lifed west where splindid,0.56
collegus,,0.0
collegus,collegus,1.0
inconveniant,,0.0
inconveniant,inconveniant,1.0
party-members bicicel,bicicel,0.5
party-members bicicel,bicicel party-members,0.62
mayby stranch,mayby,0.56
mayby stranch,mayby stranch,1.0
described problem conections,conections,0.53
described problem conections,conections problem described,0.54
fairitale abolishion imediate,fairitale abolishion,0.82
fairitale abolishion imediate,imediate fairitale abolishion,0.69
eliminate,,0.0
eliminate,eliminate,1.0
vegestables failure,vegestables,0.73
vegestables failure,failure vegestables,0.58
consentrates relly deligthed disilliusions,consentrates,0.44
consentrates relly deligthed disilliusions,disilliusions deligthed consentrates relly,0.43
ordinaire vasteless,,0.0
ordinaire vasteless,vasteless ordinaire,0.47
importand ordinaire,,0.0
importand ordinaire,importand ordinaire,1.0
dilemmaes savagery necesarily exactely,savagery necesarily exactely,0.85
dilemmaes savagery necesarily exactely,necesarily exactely dilemmaes savagery,0.5
neighbours womon compensation weman,neighbours womon weman,0.77
neighbours womon compensation weman,womon compensation neighbours weman,0.69
discoveres,,0.0
discoveres,discoveres,1.0
peotry every jealosy,peotry jealosy,0.82
peotry every jealosy,peotry every jealosy,1.0
decide laugh freeze symphathy,freeze,0.34
decide laugh freeze symphathy,symphathy laugh decide freeze,0.45
rythm,,0.0
rythm,rythm,1.0
veist conqueor americanicized,americanicized,0.65
veist conqueor americanicized,veist americanicized conqueor,0.69
succeeds,,0.0
succeeds,succeeds,1.0
deceases marathon,deceases,0.64
deceases marathon,marathon deceases,0.47
understan the,the,0.38
understan the,understan the,1.0
discoveres,,0.0
discoveres,discoveres,1.0
Carabean,,0.0
Carabean,Carabean,1.0
advises lieve bonies,advises lieve,0.79
advises lieve bonies,bonies advises lieve,0.65
reluctant skeleton ministers allready,reluctant allready,0.65
reluctant skeleton ministers allready,reluctant skeleton allready ministers,0.76
concentrates,,0.0
concentrates,concentrates,1.0
didnot,,0.0
didnot,didnot,1.0
carneval,,0.0
carneval,carneval,1.0
welknown Caribbean medows,Caribbean medows,0.78
welknown Caribbean medows,medows welknown Caribbean,0.72
townspeople offer parlamentarism pritened,offer,0.22
townspeople offer parlamentarism pritened,offer townspeople pritened parlamentarism,0.68
gab,,0.0
gab,gab,1.0
paraschutist Italiens opression,paraschutist Italiens,0.81
paraschutist Italiens opression,opression paraschutist Italiens,0.68
persuasion capitol,,0.0
persuasion capitol,capitol persuasion,0.56
ansver ground,ansver,0.63
ansver ground,ground ansver,0.46
narrowmindedness exactly fairyland,narrowmindedness,0.64
narrowmindedness exactly fairyland,fairyland narrowmindedness exactly,0.71
disillusionment loser immidiatly,disillusionment immidiatly,0.9
disillusionment loser immidiatly,immidiatly loser disillusionment,0.47
tuff,,0.0
tuff,tuff,1.0
inability poim schedual,inability poim,0.76
inability poim schedual,schedual inability poim,0.61
sccsfull volontary,volontary,0.67
sccsfull volontary,sccsfull volontary,1.0
inconvenient immensly deligthed magneficent,immensly magneficent,0.63
inconvenient immensly deligthed magneficent,immensly inconvenient magneficent deligthed,0.6
paper skeleton possessed,skeleton possessed,0.86
paper skeleton possessed,paper possessed skeleton,0.62
bornas refreshion,refreshion,0.74
bornas refreshion,refreshion bornas,0.59
reckon,,0.0
reckon,reckon,1.0
troubeling,,0.0
troubeling,troubeling,1.0
innocence,,0.0
innocence,innocence,1.0
ant,,0.0
ant,ant,1.0
responsibillity,,0.0
responsibillity,responsibillity,1.0
emply,,0.0
emply,emply,1.0
conferance persuation,conferance,0.65
conferance persuation,persuation conferance,0.48
courteins dilemmas,dilemmas,0.62
courteins dilemmas,courteins dilemmas,1.0
Buckingham dicking,,0.0
Buckingham dicking,dicking Buckingham,0.61
necessary convenient,convenient,0.67
necessary convenient,convenient necessary,0.5
catain remain imployment scenery,imployment scenery,0.72
catain remain imployment scenery,scenery remain catain imployment,0.62
eye-opener visitid remind,visitid remind,0.72
eye-opener visitid remind,visitid remind eye-opener,0.56
breakdown garly goodbuy surpress,garly goodbuy,0.58
breakdown garly goodbuy surpress,garly goodbuy breakdown surpress,0.69
pritend,,0.0
pritend,pritend,1.0
medival trumpet excaggerated cuzarantee,medival,0.3
medival trumpet excaggerated cuzarantee,cuzarantee medival trumpet excaggerated,0.72
beatiful origal stearing maroons,beatiful maroons,0.67
beatiful origal stearing maroons,stearing origal beatiful maroons,0.69
gehettoes crown-jewels paralyse,crown-jewels,0.56
gehettoes crown-jewels paralyse,crown-jewels gehettoes paralyse,0.68
charachterized primarly,primarly,0.52
charachterized primarly,charachterized primarly,1.0
barriars participate pettyness constitusion,barriars pettyness,0.59
barriars participate pettyness constitusion,participate constitusion barriars pettyness,0.56
committs,,0.0
committs,committs,1.0
opponents contanted hole veist,opponents contanted,0.78
opponents contanted hole veist,contanted hole veist opponents,0.67
familybackground offten critisizm,offten,0.31
familybackground offten critisizm,familybackground offten critisizm,1.0
carosel taxis,carosel,0.7
carosel taxis,taxis carosel,0.54
discribed schoolchildren scearsly,discribed schoolchildren,0.84
discribed schoolchildren scearsly,discribed scearsly schoolchildren,0.73
amendment,,0.0
amendment,amendment,1.0
real fransiche sentral colleagues,fransiche sentral colleagues,0.92
real fransiche sentral colleagues,colleagues fransiche real sentral,0.61
adolesence wally savagery,adolesence wally,0.78
adolesence wally savagery,adolesence wally savagery,1.0
exceptionally,,0.0
exceptionally,exceptionally,1.0
cast becaurse clarity area,becaurse clarity,0.76
cast becaurse clarity area,area becaurse cast clarity,0.69
decide oposide,decide,0.6
decide oposide,decide oposide,1.0
conveniently powertary rocking-horse,conveniently powertary,0.76
conveniently powertary rocking-horse,conveniently powertary rocking-horse,1.0
thrughout excellence success,thrughout success,0.76
thrughout excellence success,thrughout success excellence,0.71
broadly connections divide dinging,connections divide dinging,0.87
broadly connections divide dinging,connections dinging divide broadly,0.59
reciept,,0.0
reciept,reciept,1.0
disenters,,0.0
disenters,disenters,1.0
streching conteted,,0.0
streching conteted,streching conteted,1.0
stranger,,0.0
stranger,stranger,1.0
marons veist embarrased,veist,0.36
marons veist embarrased,veist marons embarrased,0.74
plentiful,,0.0
plentiful,plentiful,1.0
concidered strugle stommac saccessful,concidered stommac saccessful,0.88
concidered strugle stommac saccessful,concidered stommac strugle saccessful,0.78
spoild misinterpreted descendants galary,spoild galary,0.49
spoild misinterpreted descendants galary,galary misinterpreted descendants spoild,0.75
welfareproblems virility necessary,necessary,0.42
welfareproblems virility necessary,virility necessary welfareproblems,0.53
addmited establishment decition,establishment,0.59
addmited establishment decition,decition establishment addmited,0.68
tradgy-comic clift,clift,0.43
tradgy-comic clift,clift tradgy-comic,0.67
existant,,0.0
existant,existant,1.0
arranged differ livingstandard,differ livingstandard,0.82
arranged differ livingstandard,livingstandard arranged differ,0.5
able symphathetic,able,0.38
able symphathetic,symphathetic able,0.71
supurt establisment,establisment,0.77
supurt establisment,supurt establisment,1.0
discovers,,0.0
discovers,discovers,1.0
influencial secretely strang,influencial strang,0.78
influencial secretely strang,strang secretely influencial,0.46
characterized integrety incloden,integrety incloden,0.72
characterized integrety incloden,integrety incloden characterized,0.56
massmedia disilusioned integrate imaginative,disilusioned integrate imaginative,0.87
massmedia disilusioned integrate imaginative,imaginative disilusioned massmedia integrate,0.61
picknique,,0.0
picknique,picknique,1.0
excistence ansver,,0.0
excistence ansver,excistence ansver,1.0
loosers meetingplaces grate,loosers,0.41
loosers meetingplaces grate,grate loosers meetingplaces,0.78
aerea poven concerned,aerea,0.38
aerea poven concerned,poven aerea concerned,0.71
vallies,,0.0
vallies,vallies,1.0
capasity influential,capasity,0.57
capasity influential,influential capasity,0.55
splendude,,0.0
splendude,splendude,1.0
receit schedual recived,schedual recived,0.82
receit schedual recived,recived schedual receit,0.78
compromise,,0.0
compromise,compromise,1.0
charachterized author percecuted negative,author percecuted negative,0.78
charachterized author percecuted negative,charachterized negative author percecuted,0.78
